,copies,f1,f1_fid
0,100.0,0.81111115,0.79333335
1,100.0,0.81111115,0.79333335
2,100.0,0.81111115,0.79333335
3,100.0,0.81111115,0.79333335
4,100.0,0.81111115,0.79333335
5,100.0,0.81111115,0.79333335
6,100.0,0.81111115,0.79333335
7,100.0,0.81111115,0.79333335
8,100.0,0.81111115,0.79333335
9,100.0,0.81111115,0.79333335
10,100.0,0.81111115,0.79333335
11,100.0,0.81111115,0.79333335
12,100.0,0.81111115,0.79333335
13,100.0,0.81111115,0.79333335
14,100.0,0.81111115,0.79333335
15,100.0,0.81111115,0.79333335
16,100.0,0.81111115,0.79333335
17,100.0,0.81111115,0.81111115
18,100.0,0.81111115,0.81111115
19,100.0,0.81111115,0.81111115
20,100.0,0.81111115,0.81111115
21,100.0,0.81111115,0.81111115
22,100.0,0.81111115,0.81111115
23,100.0,0.81111115,0.81111115
24,100.0,0.81111115,0.81111115
25,100.0,0.81111115,0.81111115
26,100.0,0.81111115,0.81111115
27,100.0,0.81111115,0.81111115
28,100.0,0.81111115,0.81111115
29,100.0,0.81111115,0.81111115
30,100.0,0.81111115,0.81111115
31,100.0,0.81111115,0.81111115
32,100.0,0.81111115,0.81111115
33,100.0,0.81111115,0.81111115
34,100.0,0.81111115,0.81111115
35,100.0,0.81111115,0.81111115
36,100.0,0.81111115,0.81111115
37,100.0,0.81111115,0.81111115
38,100.0,0.81111115,0.81111115
39,100.0,0.81111115,0.81111115
40,100.0,0.81111115,0.81111115
41,100.0,0.81111115,0.81111115
42,100.0,0.81111115,0.81111115
43,100.0,0.81111115,0.81111115
44,100.0,0.81111115,0.81111115
45,100.0,0.81111115,0.81111115
46,100.0,0.81111115,0.81111115
47,100.0,0.82626265,0.81111115
48,100.0,0.82626265,0.81111115
49,100.0,0.82626265,0.81111115
50,100.0,0.82626265,0.81111115
51,100.0,0.82626265,0.81111115
52,100.0,0.82626265,0.81111115
53,100.0,0.82626265,0.81111115
54,100.0,0.82626265,0.81111115
55,100.0,0.82626265,0.81111115
56,100.0,0.82626265,0.81111115
57,100.0,0.82626265,0.81111115
58,100.0,0.82626265,0.81111115
59,100.0,0.82626265,0.81111115
60,100.0,0.82626265,0.81111115
61,100.0,0.82626265,0.81111115
62,100.0,0.82626265,0.81111115
63,100.0,0.82626265,0.81111115
64,100.0,0.82626265,0.81111115
65,100.0,0.82626265,0.81111115
66,100.0,0.82626265,0.81111115
67,100.0,0.82626265,0.81111115
68,100.0,0.82626265,0.81111115
69,100.0,0.82626265,0.81111115
70,100.0,0.82626265,0.81111115
71,100.0,0.82626265,0.81111115
72,100.0,0.82626265,0.82626265
73,100.0,0.82626265,0.82626265
74,100.0,0.82626265,0.82626265
75,100.0,0.82626265,0.82626265
76,100.0,0.82626265,0.82626265
77,100.0,0.82626265,0.82626265
78,100.0,0.82626265,0.82626265
79,100.0,0.82626265,0.82626265
80,100.0,0.82626265,0.82626265
81,100.0,0.82626265,0.82626265
82,100.0,0.82626265,0.82626265
83,100.0,0.82626265,0.82626265
84,100.0,0.82626265,0.82626265
85,100.0,0.82626265,0.82626265
86,100.0,0.82626265,0.82626265
87,100.0,0.82626265,0.82626265
88,100.0,0.82626265,0.82626265
89,100.0,0.82626265,0.82626265
90,100.0,0.82626265,0.82626265
91,100.0,0.82626265,0.82626265
92,100.0,0.82626265,0.82626265
93,100.0,0.82626265,0.82626265
94,100.0,0.82626265,0.82626265
95,100.0,0.82626265,0.82626265
96,100.0,0.82626265,0.82626265
97,100.0,0.82626265,0.82626265
98,100.0,0.82626265,0.82626265
99,100.0,0.82626265,0.82626265
100,100.0,0.82626265,0.82626265
101,100.0,0.82626265,0.82626265
102,100.0,0.82626265,0.82626265
103,100.0,0.82626265,0.82626265
104,100.0,0.82626265,0.82626265
105,100.0,0.82626265,0.82626265
106,100.0,0.82626265,0.82626265
107,100.0,0.82626265,0.82626265
108,100.0,0.82626265,0.82626265
109,100.0,0.82626265,0.82626265
110,100.0,0.82626265,0.82626265
111,100.0,0.82626265,0.82626265
112,100.0,0.82626265,0.82626265
113,100.0,0.82626265,0.82626265
114,100.0,0.82626265,0.82626265
115,100.0,0.82626265,0.82626265
116,100.0,0.82626265,0.82626265
117,100.0,0.82626265,0.82626265
118,100.0,0.82626265,0.82626265
119,100.0,0.82626265,0.82626265
120,100.0,0.82626265,0.82626265
121,100.0,0.82626265,0.82626265
122,100.0,0.82626265,0.82626265
123,100.0,0.8929294,0.82626265
124,100.0,0.8929294,0.82626265
125,100.0,0.8929294,0.82626265
126,100.0,0.8929294,0.82626265
127,100.0,0.8929294,0.82626265
128,100.0,0.8929294,0.82626265
129,100.0,0.8929294,0.82626265
130,100.0,0.8929294,0.82626265
131,100.0,0.8929294,0.82626265
132,100.0,0.8929294,0.82626265
133,100.0,0.8929294,0.82626265
134,100.0,0.8929294,0.82626265
135,100.0,0.8929294,0.82626265
136,100.0,0.8929294,0.82626265
137,100.0,0.8929294,0.82626265
138,100.0,0.8929294,0.82626265
139,100.0,0.8929294,0.82626265
140,100.0,0.8929294,0.82626265
141,100.0,0.8929294,0.82626265
142,100.0,0.8929294,0.82626265
143,100.0,0.8929294,0.82626265
144,100.0,0.8929294,0.8929294
145,100.0,0.8929294,0.8929294
146,100.0,0.8929294,0.8929294
147,100.0,0.8929294,0.8929294
148,100.0,0.8929294,0.8929294
149,100.0,0.8929294,0.8929294
150,100.0,0.8929294,0.8929294
151,100.0,0.8929294,0.8929294
152,100.0,0.8929294,0.8929294
153,100.0,0.8929294,0.8929294
154,100.0,0.8929294,0.8929294
155,100.0,0.8929294,0.8929294
156,100.0,0.8929294,0.8929294
157,100.0,0.8929294,0.8929294
158,100.0,0.8929294,0.8929294
159,100.0,0.8929294,0.8929294
160,100.0,0.8929294,0.8929294
161,100.0,0.8929294,0.8929294
162,100.0,0.8929294,0.8929294
163,100.0,0.8929294,0.8929294
164,100.0,0.8929294,0.8929294
165,100.0,0.8929294,0.8929294
166,100.0,0.8929294,0.8929294
167,100.0,0.8929294,0.8929294
168,100.0,0.8929294,0.8929294
169,100.0,0.8929294,0.8929294
170,100.0,0.8929294,0.8929294
171,100.0,0.8929294,0.8929294
172,100.0,0.8929294,0.8929294
173,100.0,0.8929294,0.8929294
174,100.0,0.8929294,0.8929294
175,100.0,0.8929294,0.8929294
176,100.0,0.8929294,0.8929294
177,100.0,0.8929294,0.8929294
178,100.0,0.8929294,0.8929294
179,100.0,0.8929294,0.8929294
180,100.0,0.8929294,0.8929294
181,100.0,0.8929294,0.8929294
182,100.0,0.8929294,0.8929294
183,100.0,0.8929294,0.8929294
184,100.0,0.8929294,0.8929294
185,100.0,0.8929294,0.8929294
186,100.0,0.8929294,0.8929294
187,100.0,0.8929294,0.8929294
188,100.0,0.8929294,0.8929294
189,100.0,0.8929294,0.8929294
190,100.0,0.8929294,0.8929294
191,100.0,0.8929294,0.8929294
192,100.0,0.8929294,0.8929294
193,100.0,0.8929294,0.8929294
194,100.0,0.8929294,0.8929294
195,100.0,0.8929294,0.8929294
196,100.0,0.8929294,0.8929294
197,100.0,0.8929294,0.8929294
198,100.0,0.8929294,0.8929294
199,100.0,0.8929294,0.8929294
200,100.0,0.8929294,0.8929294
201,100.0,0.8929294,0.8929294
202,100.0,0.8929294,0.8929294
203,100.0,0.8929294,0.8929294
204,100.0,0.8929294,0.8929294
205,100.0,0.8929294,0.8929294
206,100.0,0.8929294,0.8929294
207,100.0,0.8929294,0.8929294
208,100.0,0.8929294,0.8929294
209,100.0,0.8929294,0.8929294
210,100.0,0.8929294,0.8929294
211,100.0,0.8929294,0.8929294
212,100.0,0.8929294,0.8929294
213,100.0,0.8929294,0.8929294
214,100.0,0.8929294,0.8929294
215,100.0,0.8929294,0.8929294
216,100.0,0.8929294,0.8929294
217,100.0,0.8929294,0.8929294
218,100.0,0.8929294,0.8929294
219,100.0,0.8929294,0.8929294
220,100.0,0.8929294,0.8929294
221,100.0,0.8929294,0.8929294
222,100.0,0.8929294,0.8929294
223,100.0,0.8929294,0.8929294
224,100.0,0.8929294,0.8929294
225,100.0,0.8929294,0.8929294
226,100.0,0.8929294,0.8929294
227,100.0,0.8929294,0.8929294
228,100.0,0.8929294,0.8929294
229,100.0,0.8929294,0.8929294
230,100.0,0.8929294,0.8929294
231,100.0,0.8929294,0.8929294
232,100.0,0.8929294,0.8929294
233,100.0,0.8929294,0.8929294
234,100.0,0.8929294,0.8929294
235,100.0,0.8929294,0.8929294
236,100.0,0.8929294,0.8929294
237,100.0,0.8929294,0.8929294
238,100.0,0.8929294,0.8929294
239,100.0,0.8929294,0.8929294
240,100.0,0.8929294,0.8929294
241,100.0,0.8929294,0.8929294
242,100.0,0.8929294,0.8929294
243,100.0,0.8929294,0.8929294
244,100.0,0.8929294,0.8929294
245,100.0,0.8929294,0.8929294
246,100.0,0.8929294,0.8929294
247,100.0,0.8929294,0.8929294
248,100.0,0.8929294,0.8929294
249,100.0,0.8929294,0.8929294
250,100.0,0.8929294,0.8929294
251,100.0,0.8929294,0.8929294
252,100.0,0.8929294,0.8929294
253,100.0,0.8929294,0.8929294
254,100.0,0.8929294,0.8929294
255,100.0,0.8929294,0.8929294
256,100.0,0.8929294,0.8929294
257,100.0,0.8929294,0.8929294
258,100.0,0.8929294,0.8929294
259,100.0,0.8929294,0.8929294
260,100.0,0.8929294,0.8929294
261,100.0,0.8929294,0.8929294
262,100.0,0.8929294,0.8929294
263,100.0,0.8929294,0.8929294
264,100.0,0.8929294,0.8929294
265,100.0,0.8929294,0.8929294
266,100.0,0.8929294,0.8929294
267,100.0,0.8929294,0.8929294
268,100.0,0.8929294,0.8929294
269,100.0,0.8929294,0.8929294
270,100.0,0.8929294,0.8929294
271,100.0,0.8929294,0.8929294
272,100.0,0.8929294,0.8929294
273,100.0,0.8929294,0.8929294
274,100.0,0.8929294,0.8929294
275,100.0,0.8929294,0.8929294
276,100.0,0.8929294,0.8929294
277,100.0,0.8929294,0.8929294
278,100.0,0.8929294,0.8929294
279,100.0,0.8929294,0.8929294
280,100.0,0.8929294,0.8929294
281,100.0,0.8929294,0.8929294
282,100.0,0.8929294,0.8929294
283,100.0,0.8929294,0.8929294
284,100.0,0.8929294,0.8929294
285,100.0,0.8929294,0.8929294
286,100.0,0.8929294,0.8929294
287,100.0,0.8929294,0.8929294
288,100.0,0.8929294,0.8929294
289,100.0,0.8929294,0.8929294
290,100.0,0.8929294,0.8929294
291,100.0,0.8929294,0.8929294
292,100.0,0.8929294,0.8929294
293,100.0,0.8929294,0.8929294
294,100.0,0.8929294,0.8929294
295,100.0,0.8929294,0.8929294
296,100.0,0.8929294,0.8929294
297,100.0,0.8929294,0.8929294
298,100.0,0.8929294,0.8929294
299,100.0,0.8929294,0.8929294
300,100.0,0.8929294,0.8929294
301,100.0,0.8929294,0.8929294
302,100.0,0.8929294,0.8929294
303,100.0,0.8929294,0.8929294
304,100.0,0.8929294,0.8929294
305,100.0,0.8929294,0.8929294
306,100.0,0.8929294,0.8929294
307,100.0,0.8929294,0.8929294
308,100.0,0.8929294,0.8929294
309,100.0,0.8929294,0.8929294
310,100.0,0.8929294,0.8929294
311,100.0,0.919596,0.8929294
312,100.0,0.919596,0.8929294
313,100.0,0.919596,0.8929294
314,100.0,0.919596,0.8929294
315,100.0,0.919596,0.8929294
316,100.0,0.919596,0.8929294
317,100.0,0.919596,0.8929294
318,100.0,0.919596,0.8929294
319,100.0,0.919596,0.8929294
320,100.0,0.919596,0.8929294
321,100.0,0.919596,0.919596
322,100.0,0.919596,0.919596
323,100.0,0.919596,0.919596
324,100.0,0.919596,0.919596
325,100.0,0.919596,0.919596
326,100.0,0.919596,0.919596
327,100.0,0.919596,0.919596
328,100.0,0.919596,0.919596
329,100.0,0.919596,0.919596
330,100.0,0.919596,0.919596
331,100.0,0.919596,0.919596
332,100.0,0.919596,0.919596
333,100.0,0.919596,0.919596
334,100.0,0.919596,0.919596
335,100.0,0.919596,0.919596
336,100.0,0.919596,0.919596
337,100.0,0.919596,0.919596
338,100.0,0.919596,0.919596
339,100.0,0.919596,0.919596
340,100.0,0.919596,0.919596
341,100.0,0.919596,0.919596
342,100.0,0.919596,0.919596
343,100.0,0.919596,0.919596
344,100.0,0.919596,0.919596
345,100.0,0.919596,0.919596
346,100.0,0.919596,0.919596
347,100.0,0.919596,0.919596
348,100.0,0.919596,0.919596
349,100.0,0.919596,0.919596
350,100.0,0.919596,0.919596
351,100.0,0.919596,0.919596
352,100.0,0.919596,0.919596
353,100.0,0.919596,0.919596
354,100.0,0.919596,0.919596
355,100.0,0.919596,0.919596
356,100.0,0.919596,0.919596
357,100.0,0.919596,0.919596
358,100.0,0.919596,0.919596
359,100.0,0.919596,0.919596
360,100.0,0.919596,0.919596
361,100.0,0.919596,0.919596
362,100.0,0.919596,0.919596
363,100.0,0.919596,0.919596
364,100.0,0.919596,0.919596
365,100.0,0.919596,0.919596
366,100.0,0.919596,0.919596
367,100.0,0.919596,0.919596
368,100.0,0.919596,0.919596
369,100.0,0.919596,0.919596
370,100.0,0.919596,0.919596
371,100.0,0.919596,0.919596
372,100.0,0.919596,0.919596
373,100.0,0.919596,0.919596
374,100.0,0.919596,0.919596
375,100.0,0.919596,0.919596
376,100.0,0.919596,0.919596
377,100.0,0.919596,0.919596
378,100.0,0.919596,0.919596
379,100.0,0.919596,0.919596
380,100.0,0.919596,0.919596
381,100.0,0.919596,0.919596
382,100.0,0.919596,0.919596
383,100.0,0.919596,0.919596
384,100.0,0.919596,0.919596
385,100.0,0.919596,0.919596
386,100.0,0.919596,0.919596
387,100.0,0.919596,0.919596
388,100.0,0.919596,0.919596
389,100.0,0.919596,0.919596
390,100.0,0.919596,0.919596
391,100.0,0.919596,0.919596
392,100.0,0.919596,0.919596
393,100.0,0.919596,0.919596
394,100.0,0.919596,0.919596
395,100.0,0.919596,0.919596
396,100.0,0.919596,0.919596
397,100.0,0.919596,0.919596
398,100.0,0.919596,0.919596
399,100.0,0.919596,0.919596
