,Unnamed: 0,copies,f1,f1_fid
217,217,100.0,0.60772,0.60772
218,218,100.0,0.60772,0.60772
219,219,100.0,0.60772,0.60772
220,220,100.0,0.60772,0.60772
221,221,100.0,0.60772,0.60772
222,222,100.0,0.60772,0.60772
223,223,100.0,0.60772,0.60772
224,224,100.0,0.60772,0.60772
225,225,100.0,0.60772,0.60772
226,226,100.0,0.60772,0.60772
227,227,100.0,0.60772,0.60772
228,228,100.0,0.60772,0.60772
229,229,100.0,0.60772,0.60772
230,230,100.0,0.60772,0.60772
231,231,100.0,0.60772,0.60772
232,232,100.0,0.60772,0.60772
233,233,100.0,0.60772,0.60772
234,234,100.0,0.60772,0.60772
235,235,100.0,0.60772,0.60772
236,236,100.0,0.60772,0.60772
237,237,100.0,0.60772,0.60772
238,238,100.0,0.60772,0.60772
239,239,100.0,0.60772,0.60772
240,240,100.0,0.60772,0.60772
241,241,100.0,0.60772,0.60772
242,242,100.0,0.60772,0.60772
243,243,100.0,0.60772,0.60772
244,244,100.0,0.60772,0.60772
245,245,100.0,0.60772,0.60772
246,246,100.0,0.60772,0.60772
247,247,100.0,0.60772,0.60772
248,248,100.0,0.60772,0.60772
249,249,100.0,0.60772,0.60772
250,250,100.0,0.60772,0.60772
251,251,100.0,0.60772,0.60772
252,252,100.0,0.5988312,0.60772
253,253,100.0,0.5988312,0.60772
254,254,100.0,0.5988312,0.60772
255,255,100.0,0.5988312,0.60772
256,256,100.0,0.5988312,0.60772
257,257,100.0,0.5988312,0.60772
258,258,100.0,0.5988312,0.60772
259,259,100.0,0.5988312,0.60772
260,260,100.0,0.5988312,0.60772
261,261,100.0,0.5988312,0.60772
262,262,100.0,0.5988312,0.60772
263,263,100.0,0.5988312,0.60772
264,264,100.0,0.5988312,0.60772
265,265,100.0,0.5988312,0.60772
266,266,100.0,0.5988312,0.60772
267,267,100.0,0.5988312,0.6222655
268,268,100.0,0.5988312,0.6222655
269,269,100.0,0.5988312,0.6222655
270,270,100.0,0.6133766,0.6222655
271,271,100.0,0.6133766,0.6222655
272,272,100.0,0.6133766,0.6222655
273,273,100.0,0.6133766,0.6222655
274,274,100.0,0.6133766,0.6222655
275,275,100.0,0.6061039,0.6222655
276,276,100.0,0.6061039,0.6133766
277,277,100.0,0.6061039,0.6133766
278,278,100.0,0.6061039,0.6133766
279,279,100.0,0.6061039,0.6133766
280,280,100.0,0.6061039,0.6133766
281,281,100.0,0.6061039,0.6133766
282,282,100.0,0.6061039,0.6133766
283,283,100.0,0.6061039,0.6061039
284,284,100.0,0.6061039,0.6061039
285,285,100.0,0.617013,0.6061039
286,286,100.0,0.617013,0.617013
287,287,100.0,0.617013,0.617013
288,288,100.0,0.617013,0.617013
289,289,100.0,0.617013,0.617013
290,290,100.0,0.617013,0.617013
291,291,100.0,0.617013,0.617013
292,292,100.0,0.617013,0.617013
293,293,100.0,0.617013,0.617013
294,294,100.0,0.617013,0.617013
295,295,100.0,0.617013,0.617013
296,296,100.0,0.617013,0.617013
297,297,100.0,0.617013,0.617013
298,298,100.0,0.617013,0.617013
299,299,100.0,0.617013,0.617013
300,300,100.0,0.617013,0.617013
301,301,100.0,0.617013,0.617013
302,302,100.0,0.617013,0.617013
303,303,100.0,0.617013,0.617013
304,304,100.0,0.617013,0.617013
305,305,100.0,0.617013,0.617013
306,306,100.0,0.617013,0.617013
307,307,100.0,0.617013,0.617013
308,308,100.0,0.617013,0.617013
309,309,100.0,0.617013,0.617013
310,310,100.0,0.617013,0.617013
311,311,100.0,0.617013,0.617013
312,312,100.0,0.617013,0.617013
313,313,100.0,0.617013,0.617013
314,314,100.0,0.617013,0.617013
315,315,100.0,0.617013,0.617013
316,316,100.0,0.617013,0.617013
317,317,100.0,0.617013,0.617013
318,318,100.0,0.617013,0.617013
319,319,100.0,0.617013,0.617013
320,320,100.0,0.617013,0.617013
321,321,100.0,0.617013,0.617013
322,322,100.0,0.617013,0.617013
323,323,100.0,0.617013,0.617013
324,324,100.0,0.617013,0.617013
325,325,100.0,0.617013,0.617013
326,326,100.0,0.617013,0.617013
327,327,100.0,0.617013,0.617013
328,328,100.0,0.617013,0.617013
329,329,100.0,0.617013,0.617013
330,330,100.0,0.617013,0.617013
331,331,100.0,0.617013,0.617013
332,332,100.0,0.617013,0.617013
333,333,100.0,0.617013,0.617013
334,334,100.0,0.617013,0.617013
335,335,100.0,0.617013,0.617013
336,336,100.0,0.617013,0.617013
337,337,100.0,0.60246754,0.617013
338,338,100.0,0.60246754,0.617013
339,339,100.0,0.60246754,0.617013
340,340,100.0,0.60246754,0.617013
341,341,100.0,0.60246754,0.617013
342,342,100.0,0.60246754,0.617013
343,343,100.0,0.60246754,0.617013
344,344,100.0,0.60246754,0.617013
345,345,100.0,0.60246754,0.617013
346,346,100.0,0.60246754,0.617013
347,347,100.0,0.60246754,0.617013
348,348,100.0,0.60246754,0.617013
349,349,100.0,0.60246754,0.617013
350,350,100.0,0.60246754,0.617013
351,351,100.0,0.60246754,0.60246754
352,352,100.0,0.60246754,0.60246754
353,353,100.0,0.60246754,0.60246754
354,354,100.0,0.60246754,0.60246754
355,355,100.0,0.60246754,0.60246754
356,356,100.0,0.60246754,0.60246754
357,357,100.0,0.60246754,0.60246754
358,358,100.0,0.60246754,0.60246754
359,359,100.0,0.60246754,0.60246754
360,360,100.0,0.60246754,0.60246754
361,361,100.0,0.60246754,0.60246754
362,362,100.0,0.60246754,0.60246754
363,363,100.0,0.60246754,0.60246754
364,364,100.0,0.60246754,0.60246754
365,365,100.0,0.60246754,0.60246754
366,366,100.0,0.60246754,0.60246754
367,367,100.0,0.60246754,0.60246754
368,368,100.0,0.60246754,0.60246754
369,369,100.0,0.60246754,0.60246754
370,370,100.0,0.60246754,0.60246754
371,371,100.0,0.60246754,0.60246754
372,372,100.0,0.60246754,0.60246754
373,373,100.0,0.60246754,0.60246754
374,374,100.0,0.60246754,0.60246754
375,375,100.0,0.60246754,0.60246754
376,376,100.0,0.60246754,0.60246754
377,377,100.0,0.60246754,0.60246754
378,378,100.0,0.60246754,0.60246754
379,379,100.0,0.5548485,0.60246754
380,380,100.0,0.5548485,0.60246754
381,381,100.0,0.5548485,0.5548485
382,382,100.0,0.5548485,0.5548485
383,383,100.0,0.5548485,0.5548485
384,384,100.0,0.5548485,0.5548485
385,385,100.0,0.5548485,0.5548485
386,386,100.0,0.5548485,0.5548485
387,387,100.0,0.57606065,0.5548485
388,388,100.0,0.57606065,0.5548485
389,389,100.0,0.57606065,0.5548485
390,390,100.0,0.57606065,0.5548485
391,391,100.0,0.57606065,0.5548485
392,392,100.0,0.57606065,0.5548485
393,393,100.0,0.57606065,0.5548485
394,394,100.0,0.57606065,0.5548485
395,395,100.0,0.57606065,0.5548485
396,396,100.0,0.57606065,0.57606065
397,397,100.0,0.57606065,0.57606065
398,398,100.0,0.57606065,0.57606065
399,399,100.0,0.57606065,0.57606065
