,copies,f1,f1_fid
0,1.0,0.45796343718878924,0.41833577301888497
1,1.25,0.45796343718878924,0.41889268217307923
2,1.5,0.45796343718878924,0.41889268217307923
3,1.75,0.45796343718878924,0.41889268217307923
4,2.0,0.45796343718878924,0.4192685210992536
5,2.25,0.45864269001068514,0.4192685210992536
6,2.5,0.45864269001068514,0.4192685210992536
7,2.75,0.45864269001068514,0.41983206012433116
8,3.0,0.45864269001068514,0.41983206012433116
9,3.25,0.45864269001068514,0.41983206012433116
10,3.5,0.45864269001068514,0.41983206012433116
11,3.75,0.45864269001068514,0.41983206012433116
12,4.0,0.45864269001068514,0.420373833719997
13,4.25,0.45864269001068514,0.420373833719997
14,4.5,0.45864269001068514,0.420373833719997
15,4.75,0.45864269001068514,0.420373833719997
16,5.0,0.45864269001068514,0.420373833719997
17,5.25,0.45864269001068514,0.420373833719997
18,5.5,0.45864269001068514,0.4209221347083817
19,5.75,0.4593316464443225,0.4209221347083817
20,6.0,0.4593316464443225,0.42071389433949874
21,6.25,0.4593316464443225,0.42071389433949874
22,6.5,0.4593316464443225,0.4224234228412655
23,6.75,0.4593316464443225,0.4224234228412655
24,7.0,0.46001152212419816,0.42358108649300813
25,7.25,0.46001152212419816,0.42358108649300813
26,7.5,0.46001152212419816,0.42358108649300813
27,7.75,0.46001152212419816,0.42416524129403044
28,8.0,0.46001152212419816,0.42416524129403044
29,8.25,0.46001152212419816,0.42416524129403044
30,8.5,0.46001152212419816,0.4265744263119111
31,8.75,0.46001152212419816,0.4265744263119111
32,9.0,0.46001152212419816,0.4265744263119111
33,9.25,0.46001152212419816,0.4265744263119111
34,9.5,0.46001152212419816,0.4265744263119111
35,9.75,0.46001152212419816,0.4265744263119111
36,10.0,0.46001152212419816,0.4265744263119111
37,10.25,0.46001152212419816,0.4265744263119111
38,10.5,0.46001152212419816,0.4265744263119111
39,10.75,0.46001152212419816,0.4265744263119111
40,11.0,0.46001152212419816,0.4265744263119111
41,11.25,0.46001152212419816,0.4271418674590624
42,11.5,0.46001152212419816,0.4271418674590624
43,11.75,0.46001152212419816,0.4271418674590624
44,12.0,0.46001152212419816,0.4271418674590624
45,12.25,0.46001152212419816,0.4271418674590624
46,12.5,0.46001152212419816,0.4271418674590624
47,12.75,0.46001152212419816,0.4271418674590624
48,13.0,0.46001152212419816,0.4275227852896446
49,13.25,0.46001152212419816,0.42905317266505305
50,13.5,0.46001152212419816,0.42905317266505305
51,13.75,0.46001152212419816,0.42905317266505305
52,14.0,0.46001152212419816,0.42905317266505305
53,14.25,0.46001152212419816,0.42905317266505305
54,14.5,0.46001152212419816,0.42905317266505305
55,14.75,0.46001152212419816,0.4296411197498154
56,15.0,0.46001152212419816,0.43023665324857474
57,15.25,0.46001152212419816,0.4306280426810599
58,15.5,0.46001152212419816,0.4306280426810599
59,15.75,0.46001152212419816,0.4306280426810599
60,16.0,0.46001152212419816,0.4306280426810599
61,16.25,0.46001152212419816,0.4306280426810599
62,16.5,0.4614193896190222,0.4306280426810599
63,16.75,0.4614193896190222,0.4306280426810599
64,17.0,0.4614193896190222,0.4306280426810599
65,17.25,0.4614193896190222,0.4306280426810599
66,17.5,0.4614193896190222,0.4306280426810599
67,17.75,0.4614193896190222,0.4306280426810599
68,18.0,0.4614193896190222,0.4306280426810599
69,18.25,0.4614193896190222,0.4312491606934823
70,18.5,0.4614193896190222,0.4312491606934823
71,18.75,0.4614193896190222,0.4312491606934823
72,19.0,0.4614193896190222,0.4312491606934823
73,19.25,0.4614193896190222,0.4312491606934823
74,19.5,0.4614193896190222,0.4312491606934823
75,19.75,0.4614193896190222,0.4312491606934823
76,20.0,0.4614193896190222,0.4312491606934823
77,20.25,0.4614193896190222,0.4312491606934823
78,20.5,0.4614193896190222,0.4312491606934823
79,20.75,0.4614193896190222,0.4312491606934823
80,21.0,0.4614193896190222,0.4312491606934823
81,21.25,0.4614193896190222,0.4312491606934823
82,21.5,0.4614193896190222,0.4312491606934823
83,21.75,0.4614193896190222,0.4312491606934823
84,22.0,0.4614193896190222,0.4312491606934823
85,22.25,0.4614193896190222,0.4312491606934823
86,22.5,0.4614193896190222,0.4318524283935242
87,22.75,0.46190516338723875,0.4318524283935242
88,23.0,0.46190516338723875,0.4318524283935242
89,23.25,0.46190516338723875,0.4318524283935242
90,23.5,0.46190516338723875,0.4318524283935242
91,23.75,0.46190516338723875,0.4318524283935242
92,24.0,0.46190516338723875,0.4318524283935242
93,24.25,0.46262451174225827,0.4318524283935242
94,24.5,0.46262451174225827,0.4318524283935242
95,24.75,0.46262451174225827,0.4318524283935242
96,25.0,0.46262451174225827,0.4318524283935242
97,25.25,0.46262451174225827,0.4318524283935242
98,25.5,0.46262451174225827,0.43246358194585427
99,25.75,0.46262451174225827,0.43286036985327037
100,26.0,0.46262451174225827,0.43286036985327037
101,26.25,0.46262451174225827,0.43286036985327037
102,26.5,0.46262451174225827,0.43343757043047104
103,26.75,0.4633626624804091,0.4338398692810458
104,27.0,0.4633626624804091,0.4338398692810458
105,27.25,0.4633626624804091,0.4338398692810458
106,27.5,0.4633626624804091,0.4338398692810458
107,27.75,0.4633626624804091,0.43442163028733505
108,28.0,0.4633626624804091,0.43442163028733505
109,28.25,0.4633626624804091,0.43442163028733505
110,28.5,0.4633626624804091,0.43442163028733505
111,28.75,0.464041915302305,0.43442163028733505
112,29.0,0.464041915302305,0.43442163028733505
113,29.25,0.464041915302305,0.43442163028733505
114,29.5,0.464041915302305,0.43442163028733505
115,29.75,0.464041915302305,0.43442163028733505
